barcode,product_name,category,ingredients,energy_kcal,sugar_g,sodium_mg,saturated_fat_g,trans_fat_g,protein_g,fiber_g,additives_count,artificial_colors_count,artificial_sweeteners_count,preservatives_count,is_suspected_adulterant,quality_score,risk_level
890434707891,Diet Soda with Multiple Sweeteners #1583,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",0.9,0.0,40.5,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890104790624,Commercial Tomato Ketchup #1584,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",98.5,24.8,1032.0,0.1,0.0,1.5,1.5,3,0,0,2,0,59,Moderate Risk
890391012946,Roasted Chickpeas #1585,Snacks,"chickpeas, olive oil, sea salt",412.8,2.4,254.0,1.1,0.0,19.5,18.2,0,0,0,0,0,99,Low Risk
890668780376,Cold Pressed Orange Juice #1586,Beverages,100% freshly pressed oranges,40.7,9.5,2.4,0.1,0.0,0.8,1.5,0,0,0,0,0,99,Low Risk
890832038526,100% Whole Wheat Sourdough #1587,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",241.2,1.7,424.5,0.5,0.0,11.1,5.7,0,0,0,0,0,99,Low Risk
890294057691,Dark Chocolate 85% #1588,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",640.0,14.2,13.3,30.4,0.0,7.7,10.6,0,0,0,0,0,88,Low Risk
890692098090,Dark Chocolate 85% #1589,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",654.6,14.4,13.7,31.3,0.0,7.9,10.8,0,0,0,0,0,88,Low Risk
890842148388,Pure Green Tea Bag #1590,Beverages,100% organic green tea leaves,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890933150110,Oat & Honey Granola Bar #1591,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",362.6,14.5,170.6,1.9,0.0,9.3,5.3,0,0,0,0,0,99,Low Risk
890867758047,Commercial Potato Crisps #1592,Snacks,"potatoes, palm oil, salt, monosodium glutamate, flavor enhancer 635, dextrose",584.4,0.8,843.5,12.0,0.44,7.0,3.4,4,0,0,1,0,71,Moderate Risk
890108357357,Energy Drink with High Caffeine #1593,Beverages,"carbonated water, sucrose, glucose, taurine, caffeine, inositol, niacinamide, pyridoxine, color e133, sodium benzoate",53.2,13.9,84.0,0.0,0.0,0.4,0.0,6,1,0,2,0,65,Moderate Risk
890462651291,Synthetic Colored Hard Candies #1594,Bakery & Confectionery,"sugar, liquid glucose, allura red, brilliant blue fcf, tartrazine, artificial fruit flavor, citric acid",358.4,81.6,90.8,0.0,0.0,0.0,0.0,5,3,0,1,1,5,High Risk
890462898769,Standard Processed Cheese #1595,Dairy,"milk, salt, cheese cultures, enzymes, sodium phosphate, annatto",332.1,1.1,1337.0,20.4,0.48,19.2,0.0,3,1,0,1,0,53,Moderate Risk
890981537045,Energy Drink with High Caffeine #1596,Beverages,"carbonated water, sucrose, glucose, taurine, caffeine, inositol, niacinamide, pyridoxine, color e133, sodium benzoate",46.1,11.5,86.4,0.0,0.0,0.4,0.0,6,1,0,2,0,67,Moderate Risk
890906638694,Coconut Water 100% Pure #1597,Beverages,pure tender coconut water,21.7,3.6,21.9,0.1,0.0,0.7,1.2,0,0,0,0,0,99,Low Risk
890758034120,Baked Whole Grain Crackers #1598,Snacks,"whole wheat flour, canola oil, sea salt, malt extract",417.8,2.6,339.8,1.9,0.0,9.6,7.3,0,0,0,0,0,99,Low Risk
890815512299,Cottage Cheese (Paneer) #1599,Dairy,"pasteurized milk, citric acid",291.2,1.3,24.1,17.6,0.0,18.3,0.0,0,0,0,0,0,95,Low Risk
890213607043,Adulterated Mustard Oil with Argemone #1600,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",794.9,0.0,4.9,12.7,1.72,0.0,0.0,3,1,0,0,1,11,High Risk
890907764185,Pure Ground Turmeric Powder #1601,Spices & Condiments,100% turmeric rhizome powder,283.3,3.2,36.1,2.6,0.0,9.6,20.6,0,0,0,0,0,99,Low Risk
890973776627,Cold Pressed Orange Juice #1602,Beverages,100% freshly pressed oranges,38.5,9.4,2.2,0.1,0.0,0.7,1.6,0,0,0,0,0,99,Low Risk
890883589902,Industrial White Sandwich Bread #1603,Bakery & Confectionery,"refined wheat flour, sugar, yeast, palm oil, calcium propionate, emulsifier 481, flour treatment agent 300",239.8,4.5,550.0,1.1,0.04,7.8,2.1,4,0,0,2,0,83,Moderate Risk
890207454127,Adulterated Butter with Animal Fat & Starch #1604,Dairy,"milk fat, animal tallow, starch, yellow dye 5, preservative",668.9,0.5,720.2,53.4,3.73,0.5,0.0,4,1,0,2,1,5,High Risk
890679802377,Diet Soda with Multiple Sweeteners #1605,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",0.9,0.0,31.4,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890307656707,Organic Trail Mix #1606,Snacks,"almonds, walnuts, raisins, sunflower seeds, pumpkin seeds",433.4,17.2,15.5,4.3,0.0,14.2,8.2,0,0,0,0,0,99,Low Risk
890716279218,Pure Green Tea Bag #1607,Beverages,100% organic green tea leaves,0.9,0.0,1.2,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890405978116,Cottage Cheese (Paneer) #1608,Dairy,"pasteurized milk, citric acid",249.1,1.3,20.9,15.6,0.0,18.2,0.0,0,0,0,0,0,97,Low Risk
890636606515,Commercial Tomato Ketchup #1609,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",102.3,21.5,1060.6,0.1,0.0,1.3,1.6,3,0,0,2,0,61,Moderate Risk
890551504604,Greek Plain Yogurt #1610,Dairy,"cultured pasteurized nonfat milk, live active cultures",59.1,3.2,34.5,0.5,0.0,10.1,0.0,0,0,0,0,0,99,Low Risk
890617654394,100% Whole Wheat Sourdough #1611,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",219.0,1.6,389.6,0.4,0.0,9.6,5.9,0,0,0,0,0,99,Low Risk
890201251680,Processed Nacho Chips #1612,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",466.6,2.3,825.6,9.5,0.87,6.6,4.4,5,1,0,1,0,57,Moderate Risk
890373988888,Coconut Water 100% Pure #1613,Beverages,pure tender coconut water,17.1,2.7,27.2,0.1,0.0,0.7,1.0,0,0,0,0,0,99,Low Risk
890253633389,Greek Plain Yogurt #1614,Dairy,"cultured pasteurized nonfat milk, live active cultures",63.3,4.0,31.6,0.5,0.0,10.5,0.0,0,0,0,0,0,99,Low Risk
890328133667,Pure Extra Virgin Olive Oil #1615,Spices & Condiments,100% extra virgin cold pressed olive oil,830.8,0.0,1.9,12.6,0.0,0.0,0.0,0,0,0,0,0,92,Low Risk
890111542491,Energy Drink with High Caffeine #1616,Beverages,"carbonated water, sucrose, glucose, taurine, caffeine, inositol, niacinamide, pyridoxine, color e133, sodium benzoate",54.2,13.8,92.5,0.0,0.0,0.4,0.0,6,1,0,2,0,65,Moderate Risk
890362051262,Commercial Potato Crisps #1617,Snacks,"potatoes, palm oil, salt, monosodium glutamate, flavor enhancer 635, dextrose",457.5,0.9,807.1,12.1,0.64,6.0,3.5,4,0,0,1,0,61,Moderate Risk
890923070952,Extruded Spicy Puffs #1618,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",593.4,4.2,1336.1,18.0,1.19,5.4,1.4,7,2,0,2,1,5,High Risk
890581796143,Extruded Spicy Puffs #1619,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",552.7,5.0,1305.1,17.7,1.31,5.4,1.5,7,2,0,2,1,5,High Risk
890213292283,Energy Drink with High Caffeine #1620,Beverages,"carbonated water, sucrose, glucose, taurine, caffeine, inositol, niacinamide, pyridoxine, color e133, sodium benzoate",41.1,13.7,85.0,0.0,0.0,0.4,0.0,6,1,0,2,0,65,Moderate Risk
890333186918,Low-Cost Synthetic Fruit Drink #1621,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",60.0,13.2,49.6,0.0,0.0,0.0,0.0,6,2,0,2,1,20,High Risk
890735945176,Instant Fried Noodles #1622,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",435.0,2.9,1520.7,9.0,0.48,9.0,2.4,5,1,0,2,0,53,Moderate Risk
890341285143,Processed Nacho Chips #1623,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",564.7,1.8,792.7,8.7,0.96,7.2,3.6,5,1,0,1,0,60,Moderate Risk
890799229127,Processed Nacho Chips #1624,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",511.1,1.8,1049.1,10.9,1.03,6.7,3.6,5,1,0,1,0,44,Moderate Risk
890590085041,Flavored Fruit Yogurt #1625,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",123.2,15.1,67.0,1.5,0.0,4.2,0.5,3,1,0,1,0,80,Moderate Risk
890758378215,Pure Ground Turmeric Powder #1626,Spices & Condiments,100% turmeric rhizome powder,354.3,3.1,41.9,2.9,0.0,10.1,21.1,0,0,0,0,0,99,Low Risk
890231909052,Oat & Honey Granola Bar #1627,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",436.2,13.5,161.4,2.5,0.0,9.1,5.9,0,0,0,0,0,99,Low Risk
890187962298,Extruded Spicy Puffs #1628,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",614.0,4.7,1326.3,16.2,1.45,4.7,1.4,7,2,0,2,1,5,High Risk
890684051206,Processed Nacho Chips #1629,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",487.1,2.1,806.9,9.6,0.82,7.5,3.6,5,1,0,1,0,58,Moderate Risk
890427303768,Commercial Tomato Ketchup #1630,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",115.1,26.1,875.3,0.1,0.0,1.4,1.4,3,0,0,2,0,62,Moderate Risk
890402304172,Synthetic Milk Sample #1631,Dairy,"urea, detergent, refined vegetable oil, caustic soda, water",182.6,0.5,955.8,15.1,4.31,1.2,0.0,5,0,0,3,1,5,High Risk
890125043099,Cold Pressed Orange Juice #1632,Beverages,100% freshly pressed oranges,48.0,10.0,1.9,0.1,0.0,0.7,1.5,0,0,0,0,0,99,Low Risk
890398939834,Industrial White Sandwich Bread #1633,Bakery & Confectionery,"refined wheat flour, sugar, yeast, palm oil, calcium propionate, emulsifier 481, flour treatment agent 300",284.4,5.7,513.9,1.3,0.27,8.4,1.9,4,0,0,2,0,83,Moderate Risk
890552356588,Flavored Fruit Yogurt #1634,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",107.0,16.5,66.2,1.7,0.0,4.3,0.5,3,1,0,1,0,78,Moderate Risk
890220737701,Oat & Honey Granola Bar #1635,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",429.8,16.4,194.2,2.3,0.0,9.1,5.5,0,0,0,0,0,99,Low Risk
890997867345,Pure Green Tea Bag #1636,Beverages,100% organic green tea leaves,1.1,0.0,1.2,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890789870951,Carbonated Cola Drink #1637,Beverages,"carbonated water, high fructose corn syrup, caramel color iv, phosphoric acid, caffeine, artificial flavors",47.6,10.1,11.1,0.0,0.0,0.0,0.0,4,1,0,1,0,78,Moderate Risk
890398652405,Pure Extra Virgin Olive Oil #1638,Spices & Condiments,100% extra virgin cold pressed olive oil,963.1,0.0,1.9,12.0,0.0,0.0,0.0,0,0,0,0,0,93,Low Risk
890883744748,100% Whole Wheat Sourdough #1639,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",238.0,1.4,444.4,0.5,0.0,11.0,5.5,0,0,0,0,0,99,Low Risk
890927216452,Dark Chocolate 85% #1640,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",595.4,13.6,16.3,32.8,0.0,7.7,9.9,0,0,0,0,0,88,Low Risk
890126170354,Processed Nacho Chips #1641,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",455.8,1.9,934.8,8.3,0.74,6.6,4.3,5,1,0,1,0,57,Moderate Risk
890720509648,Roasted Chickpeas #1642,Snacks,"chickpeas, olive oil, sea salt",386.5,1.9,301.5,1.3,0.0,20.3,17.8,0,0,0,0,0,99,Low Risk
890119212800,Standard Processed Cheese #1643,Dairy,"milk, salt, cheese cultures, enzymes, sodium phosphate, annatto",344.2,1.4,1304.2,24.0,0.75,18.3,0.0,3,1,0,1,0,38,High Risk
890220922167,Adulterated Low-Cost Paneer #1644,Dairy,"milk solids, vegetable oil, starch, sulfuric acid trace, detergent trace",322.4,3.8,529.4,17.4,2.68,8.9,0.0,4,0,0,2,1,5,High Risk
890498446627,Fresh Butter #1645,Dairy,"pasteurized cream, salt",616.4,0.1,629.7,46.4,0.0,0.9,0.0,0,0,0,0,0,77,Moderate Risk
890989743567,Synthetic Milk Sample #1646,Dairy,"urea, detergent, refined vegetable oil, caustic soda, water",198.5,0.5,718.8,14.3,4.15,1.2,0.0,5,0,0,3,1,5,High Risk
890242336051,Cream-Filled Sandwich Cookies #1647,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",457.8,38.9,351.3,8.4,2.05,4.5,2.0,5,0,0,2,1,5,High Risk
890460631728,Standard Processed Cheese #1648,Dairy,"milk, salt, cheese cultures, enzymes, sodium phosphate, annatto",319.7,1.3,1283.5,22.8,0.5,17.0,0.0,3,1,0,1,0,51,Moderate Risk
890956842416,Greek Plain Yogurt #1649,Dairy,"cultured pasteurized nonfat milk, live active cultures",63.2,3.7,33.5,0.5,0.0,10.3,0.0,0,0,0,0,0,99,Low Risk
890553270061,Commercial Potato Crisps #1650,Snacks,"potatoes, palm oil, salt, monosodium glutamate, flavor enhancer 635, dextrose",490.6,0.8,782.3,13.6,0.37,5.9,3.2,4,0,0,1,0,74,Moderate Risk
890221953863,Pure Green Tea Bag #1651,Beverages,100% organic green tea leaves,1.1,0.0,1.0,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890888449314,Adulterated Mustard Oil with Argemone #1652,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",980.0,0.0,5.3,12.8,1.5,0.0,0.0,3,1,0,0,1,14,High Risk
890221390673,Organic Trail Mix #1653,Snacks,"almonds, walnuts, raisins, sunflower seeds, pumpkin seeds",462.0,15.8,15.8,5.0,0.0,14.5,7.8,0,0,0,0,0,99,Low Risk
890244353417,Commercial Tomato Ketchup #1654,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",111.1,21.5,833.7,0.1,0.0,1.3,1.6,3,0,0,2,0,65,Moderate Risk
890967790209,Cold Pressed Orange Juice #1655,Beverages,100% freshly pressed oranges,44.4,7.8,2.2,0.1,0.0,0.8,1.5,0,0,0,0,0,99,Low Risk
890545888359,Pure Green Tea Bag #1656,Beverages,100% organic green tea leaves,1.1,0.0,1.0,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890673193847,Adulterated Mustard Oil with Argemone #1657,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",780.8,0.0,5.4,11.9,1.7,0.0,0.0,3,1,0,0,1,12,High Risk
890941945845,Low-Cost Synthetic Fruit Drink #1658,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",57.9,12.6,46.5,0.0,0.0,0.0,0.0,6,2,0,2,1,21,High Risk
890331787580,Cottage Cheese (Paneer) #1659,Dairy,"pasteurized milk, citric acid",247.2,1.3,23.7,17.4,0.0,17.1,0.0,0,0,0,0,0,94,Low Risk
890220467903,Carbonated Cola Drink #1660,Beverages,"carbonated water, high fructose corn syrup, caramel color iv, phosphoric acid, caffeine, artificial flavors",41.9,11.8,13.2,0.0,0.0,0.0,0.0,4,1,0,1,0,77,Moderate Risk
890137078123,Pure Extra Virgin Olive Oil #1661,Spices & Condiments,100% extra virgin cold pressed olive oil,787.6,0.0,2.1,15.7,0.0,0.0,0.0,0,0,0,0,0,89,Low Risk
890581232748,Adulterated Turmeric with Metanil Yellow #1662,Spices & Condiments,"turmeric powder, lead chromate trace, chalk powder, metanil yellow color",219.3,1.7,191.7,1.6,0.0,4.8,12.5,3,1,0,0,1,56,High Risk
890405311446,Processed Nacho Chips #1663,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",458.1,2.3,1014.4,9.5,0.93,6.4,3.9,5,1,0,1,0,52,Moderate Risk
890630348484,Diet Soda with Multiple Sweeteners #1664,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.1,0.0,37.6,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890757970565,Extruded Spicy Puffs #1665,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",481.8,4.7,1369.0,15.8,1.11,5.4,1.5,7,2,0,2,1,5,High Risk
890495592905,Pure Extra Virgin Olive Oil #1666,Spices & Condiments,100% extra virgin cold pressed olive oil,796.2,0.0,2.2,12.8,0.0,0.0,0.0,0,0,0,0,0,92,Low Risk
890931106486,Processed Nacho Chips #1667,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",567.0,2.1,831.9,10.1,0.76,6.7,3.8,5,1,0,1,0,53,Moderate Risk
890754375156,Pure Red Chilli Powder #1668,Spices & Condiments,100% dried red chillies,277.8,6.2,32.6,3.5,0.0,13.2,28.4,0,0,0,0,0,99,Low Risk
890126719958,Processed Nacho Chips #1669,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",487.2,2.2,967.5,10.3,0.91,6.3,4.3,5,1,0,1,0,48,Moderate Risk
890373470184,Cream-Filled Sandwich Cookies #1670,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",445.2,39.8,382.2,9.4,1.93,4.9,1.9,5,0,0,2,1,5,High Risk
890104446255,Cottage Cheese (Paneer) #1671,Dairy,"pasteurized milk, citric acid",300.2,1.1,19.0,18.8,0.0,19.4,0.0,0,0,0,0,0,94,Low Risk
890163838209,Oat & Honey Granola Bar #1672,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",357.2,17.1,155.8,2.5,0.0,8.6,5.9,0,0,0,0,0,99,Low Risk
890577879880,Adulterated Mustard Oil with Argemone #1673,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",780.6,0.0,5.2,12.9,1.62,0.0,0.0,3,1,0,0,1,12,High Risk
890463454096,Flavored Fruit Yogurt #1674,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",104.3,18.7,74.7,1.5,0.0,3.7,0.5,3,1,0,1,0,76,Moderate Risk
890324600234,Roasted Chickpeas #1675,Snacks,"chickpeas, olive oil, sea salt",311.8,1.9,260.6,1.1,0.0,20.7,16.8,0,0,0,0,0,99,Low Risk
890398061591,Adulterated Turmeric with Metanil Yellow #1676,Spices & Condiments,"turmeric powder, lead chromate trace, chalk powder, metanil yellow color",240.1,1.7,182.8,1.4,0.0,4.9,12.7,3,1,0,0,1,56,High Risk
890225694846,Fried Street-Style Savory Mix #1677,Snacks,"refined flour, re-used palm oil, metanil yellow, excess salt, msg",536.4,1.5,1528.9,22.9,3.55,5.4,1.0,6,2,0,2,1,5,High Risk
890710842039,Adulterated Butter with Animal Fat & Starch #1678,Dairy,"milk fat, animal tallow, starch, yellow dye 5, preservative",589.2,0.6,665.8,56.7,4.0,0.5,0.0,4,1,0,2,1,5,High Risk
890653899409,Low-Cost Synthetic Fruit Drink #1679,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",54.9,16.4,48.8,0.0,0.0,0.0,0.0,6,2,0,2,1,18,High Risk
890730053031,Cottage Cheese (Paneer) #1680,Dairy,"pasteurized milk, citric acid",237.7,1.4,21.6,16.6,0.0,19.5,0.0,0,0,0,0,0,96,Low Risk
890538330809,Diet Soda with Multiple Sweeteners #1681,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.1,0.0,40.2,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890887181939,Carbonated Cola Drink #1682,Beverages,"carbonated water, high fructose corn syrup, caramel color iv, phosphoric acid, caffeine, artificial flavors",37.7,11.5,11.5,0.0,0.0,0.0,0.0,4,1,0,1,0,77,Moderate Risk
890298631014,Standard Processed Cheese #1683,Dairy,"milk, salt, cheese cultures, enzymes, sodium phosphate, annatto",332.8,1.1,1088.6,23.7,0.53,19.2,0.0,3,1,0,1,0,47,Moderate Risk
890368877895,Diet Soda with Multiple Sweeteners #1684,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.0,0.0,30.3,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890736190768,Dark Chocolate 85% #1685,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",661.2,13.4,14.9,31.6,0.0,8.6,10.2,0,0,0,0,0,89,Low Risk
890252213628,Skimmed Milk #1686,Dairy,"skimmed milk, vitamin a, vitamin d3",31.0,5.1,49.0,0.2,0.0,3.6,0.0,0,0,0,0,0,99,Low Risk
890557346882,Roasted Chickpeas #1687,Snacks,"chickpeas, olive oil, sea salt",357.3,2.4,261.2,1.4,0.0,17.6,18.3,0,0,0,0,0,99,Low Risk
890726781716,Pure Green Tea Bag #1688,Beverages,100% organic green tea leaves,1.0,0.0,0.9,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890261336182,Low-Cost Synthetic Fruit Drink #1689,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",48.6,13.6,42.4,0.0,0.0,0.0,0.0,6,2,0,2,1,20,High Risk
890152406306,Pure Green Tea Bag #1690,Beverages,100% organic green tea leaves,1.0,0.0,1.1,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890707803578,Industrial White Sandwich Bread #1691,Bakery & Confectionery,"refined wheat flour, sugar, yeast, palm oil, calcium propionate, emulsifier 481, flour treatment agent 300",300.4,5.7,497.0,1.1,0.4,7.5,2.1,4,0,0,2,0,83,Moderate Risk
890114267988,Commercial Tomato Ketchup #1692,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",114.9,24.0,892.6,0.1,0.0,1.5,1.5,3,0,0,2,0,62,Moderate Risk
890588488550,Oat & Honey Granola Bar #1693,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",359.9,13.0,214.8,2.0,0.0,8.6,5.4,0,0,0,0,0,99,Low Risk
890996893243,Extruded Spicy Puffs #1694,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",613.9,3.9,1385.6,14.2,1.31,5.0,1.5,7,2,0,2,1,5,High Risk
890761488370,Fresh Butter #1695,Dairy,"pasteurized cream, salt",726.1,0.1,588.4,60.9,0.0,0.8,0.0,0,0,0,0,0,77,Low Risk
890772812697,Cream-Filled Sandwich Cookies #1696,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",530.6,37.2,416.3,9.6,1.82,4.8,1.9,5,0,0,2,1,5,High Risk
890436955166,Oat & Honey Granola Bar #1697,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",361.6,16.8,163.1,2.2,0.0,7.9,5.7,0,0,0,0,0,99,Low Risk
890568644628,Cream-Filled Sandwich Cookies #1698,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",447.8,44.1,381.7,8.4,1.95,4.3,2.0,5,0,0,2,1,5,High Risk
890862589876,Cottage Cheese (Paneer) #1699,Dairy,"pasteurized milk, citric acid",250.3,1.2,26.0,15.4,0.0,18.8,0.0,0,0,0,0,0,97,Low Risk
890786256919,Fresh Butter #1700,Dairy,"pasteurized cream, salt",806.2,0.1,519.2,48.1,0.0,0.9,0.0,0,0,0,0,0,79,Low Risk
890933436703,Pure Extra Virgin Olive Oil #1701,Spices & Condiments,100% extra virgin cold pressed olive oil,924.4,0.0,2.1,14.9,0.0,0.0,0.0,0,0,0,0,0,90,Low Risk
890370642446,Pure Red Chilli Powder #1702,Spices & Condiments,100% dried red chillies,280.2,8.6,32.3,3.1,0.0,12.4,24.5,0,0,0,0,0,99,Low Risk
890293468284,Whole Cow Milk #1703,Dairy,"milk, vitamin d3",53.9,4.2,50.6,3.6,0.0,3.2,0.0,0,0,0,0,0,99,Low Risk
890391234680,Cream-Filled Sandwich Cookies #1704,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",541.0,38.3,410.8,10.6,1.89,4.9,2.2,5,0,0,2,1,5,High Risk
890135649177,Instant Fried Noodles #1705,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",397.3,2.7,1509.1,8.4,0.61,8.4,2.3,5,1,0,2,0,43,Moderate Risk
890439329402,Pure Red Chilli Powder #1706,Spices & Condiments,100% dried red chillies,353.6,8.0,30.0,3.8,0.0,11.3,25.9,0,0,0,0,0,99,Low Risk
890304791021,Processed Nacho Chips #1707,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",432.3,1.9,994.4,9.4,1.0,6.8,3.7,5,1,0,1,0,51,Moderate Risk
890212027204,Fresh Butter #1708,Dairy,"pasteurized cream, salt",622.1,0.1,657.5,61.3,0.0,0.8,0.0,0,0,0,0,0,76,Moderate Risk
890933817953,Skimmed Milk #1709,Dairy,"skimmed milk, vitamin a, vitamin d3",32.1,5.6,57.7,0.2,0.0,3.1,0.0,0,0,0,0,0,99,Low Risk
890713948267,Adulterated Turmeric with Metanil Yellow #1710,Spices & Condiments,"turmeric powder, lead chromate trace, chalk powder, metanil yellow color",230.4,1.8,169.9,1.5,0.0,4.8,10.9,3,1,0,0,1,55,High Risk
890142821555,Oat & Honey Granola Bar #1711,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",379.1,13.8,199.4,2.4,0.0,8.0,5.4,0,0,0,0,0,99,Low Risk
890331808500,Fried Street-Style Savory Mix #1712,Snacks,"refined flour, re-used palm oil, metanil yellow, excess salt, msg",502.4,1.3,1593.2,20.3,3.65,6.0,1.0,6,2,0,2,1,5,High Risk
